,id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,screen,call,sms,circumplex.valence
19,AS14.01,06/04/2014,0.064407799,4.145898305,23.67522951,,,57.203,,13.1272,30.9285,,,9.2498,,29.898275,4,,0.5
20,AS14.01,07/04/2014,0.050670621,5.835103175,24.68474312,4.734,9.2256,,,12.1755,39.85363636,60.247,,2.532,,23.65151485,1,,0.25
21,AS14.01,08/04/2014,0.075327058,4.707302632,24.32639106,18.27957143,6.377,,,8.402,25.924775,,,18.0715,,29.20892148,1,,0.333333333
22,AS14.01,09/04/2014,0.120384115,4.899230303,26.41831126,10.395,,,,7.042666667,35.22332787,,,15.6975,,34.5011921,4,,1
23,AS14.01,10/04/2014,0.078963105,5.529009709,32.26040909,10.121,,1.059,,9.555714286,33.10672414,,,14.18438462,,32.24502631,7,,0.8
24,AS14.01,11/04/2014,0.079986202,4.93734127,22.24735652,8.234375,15.68216667,,,8.575333333,45.90823077,34.234,,16.533375,,31.49729091,,,0.8
25,AS14.01,12/04/2014,0.072249061,4.92575,26.870925,9.8035,,,,11.29042857,44.072,5.031,,7.565045455,,34.96992502,,,0.75
26,AS14.01,13/04/2014,0.014021329,4.539057971,31.28935,19.739,9.157,,,8.564454545,17.251,,,,,29.99422578,,,1
27,AS14.01,14/04/2014,0.083887314,4.319717647,29.59888991,9.584428571,14.88716667,,,9.810545455,45.3770625,14.552,,12.24857143,,36.79108181,1,1,0.6
28,AS14.01,15/04/2014,0.090112153,4.95590708,28.52802113,21.3175,4.347666667,,,9.7194,49.71876923,8.363,,11.634,,35.51833619,8,1,0.8
29,AS14.01,16/04/2014,0.116110336,4.640276596,23.83896212,11.60114286,,,,6.797333333,49.54811111,,,14.88275,,28.08977241,,1,0.5
30,AS14.01,17/04/2014,0.056917857,4.486459459,29.31507778,19.286,,,,10.7526,33.62244444,,,16.57266667,,31.28814286,2,,0.6
31,AS14.01,18/04/2014,0.094033007,4.992992063,27.87850769,16.4612,10.58233333,,,6.827,20.138,21.29133333,,10.82033333,,28.88838571,1,,0.8
32,AS14.01,19/04/2014,0.099431912,4.571568966,30.69231081,19.46433333,7.8764,29.084,,6.2964,36.06109091,64.445,,9.772571429,,34.67718842,1,,1
33,AS14.01,20/04/2014,0.074816243,4.311731884,34.14841333,13.4008,5.303,,,6.8404,32.8282,,,12.1035,,42.79725975,2,2,0.75
34,AS14.01,21/04/2014,0.102041059,6.444425532,23.33647368,12.17933333,11.08866667,,,11.6098,26.77666667,22.75933333,,13.69833333,,27.26347057,2,,1
35,AS14.01,22/04/2014,0.091929552,4.842935294,30.7881875,9.743411765,6.408833333,,,10.52666667,50.95442105,,,13.37217647,,35.00630817,2,,1
36,AS14.01,23/04/2014,0.045985689,4.578345588,29.13507534,16.2165,6.017,,,7.066333333,43.88316667,,,15.28022222,,33.07777862,1,,1
37,AS14.01,24/04/2014,0.050902988,4.144854167,31.8113871,15.107,10.302,,,7.98325,41.40158065,17.06133333,,15.17207143,,45.34239024,1,,1
38,AS14.01,25/04/2014,0.109061064,3.717295082,29.78003906,13.38357143,7.023666667,,,11.4745,51.664,21.10533333,,10.66246667,,31.70715748,2,1,0.8
39,AS14.01,26/04/2014,0.214248772,6.416894737,24.01591667,,6.81675,,,9.241,22.672,23.53865,3.148,10.14194737,,29.51967796,3,4,1
40,AS14.01,27/04/2014,0.030478924,6.145283582,24.69082927,21.080625,,,,7.093166667,13.735,,,10.05633333,,32.69831818,,,1
41,AS14.01,28/04/2014,0.019675323,4.981420561,35.72653425,10.395125,6.615285714,,,8.0444,29.40255556,,,17.2815,,32.33206944,2,,0.8
42,AS14.01,29/04/2014,0.102758249,4.721763359,26.99243662,11.46009091,,38.211,,8.0944,73.576,20.991,,13.2876875,,31.59832954,,,1
43,AS14.01,30/04/2014,0.151051459,4.696912281,26.15787755,9.4076,9.2428,,,11.83266667,9.907333333,17.049875,,14.18275,,29.69598057,1,,0.75
44,AS14.01,01/05/2014,0.037065268,4.491336957,27.37248087,5.998333333,8.995891892,,,7.405,45.53140741,,,17.97126667,,34.30567647,7,4,1
45,AS14.01,02/05/2014,0.077341019,4.396991228,26.92112174,28.42333333,7.26032,,,6.4886,33.7005,,,5.5415,,37.29421905,,,1
46,AS14.01,03/05/2014,0.071740885,5.967527778,24.22954,8.941384615,10.628,,,8.1138,22.84466667,,30.102,16.42866667,,31.7605246,,1,1
47,AS14.01,04/05/2014,0.136191808,4.8673125,24.4884,15.08725,,,,7.105,38.6835,,,,,23.45734545,,,1
48,AS14.01,05/05/2014,0.007842595,8.742777778,22.7633,,,,,,25.104,,,3.47,,28.20209999,,,
49,AS14.02,14/03/2014,,6.77625,14.27545902,8.081,,,,12.11883333,5.7262,,,,,21.98856165,6,,
50,AS14.02,15/03/2014,,5.401602837,14.95954955,8.864428571,,,,,,15.7125,,,,18.91653978,7,,
51,AS14.02,16/03/2014,,5.138409091,18.28048485,,,,,18.13329412,10.68182353,,,,,18.94452941,4,1,0
52,AS14.02,17/03/2014,0.168068415,4.974443478,27.45517857,1.089,,,,12.962375,10.3028,,,,,30.62000001,4,,0.5
53,AS14.02,18/03/2014,0.219484384,5.13394697,17.27236283,7.7295,,,,17.7444,11.17705263,,,,,20.99909435,15,1,0.8
54,AS14.02,19/03/2014,0.315631757,6.284754098,23.90298649,10.12972727,,,,17.58933333,9.563,17.72390625,,,,23.93161689,5,1,0.4
55,AS14.02,20/03/2014,0.23902496,6.321557252,26.35826154,3.85175,,,,10.857125,14.622,,,,,23.58580489,10,1,0.75
56,AS14.02,21/03/2014,0.289627925,5.309702532,23.58808772,18.491,,,,9.486,16.16754167,24.572,,,,23.67324812,10,1,0.75
57,AS14.02,22/03/2014,0.446043687,4.956015228,20.78147619,7.850909091,,,,10.801,10.75439474,20.01582051,,,,22.30455239,25,1,-0.5
58,AS14.02,23/03/2014,0.269697157,5.750544643,25.86064583,7.257461538,,,,9.181,19.11044444,21.52667308,,,,21.35203732,8,1,0
59,AS14.02,24/03/2014,0.156124663,6.158280488,15.43262069,10.7881,,,,16.3616,17.90776923,,,,,15.27395867,5,,-0.2
60,AS14.02,25/03/2014,0.230513655,5.836039474,19.92670588,12.07666667,,,,10.075,11.419,,,,,18.00430435,7,,0.75
61,AS14.02,26/03/2014,0.293953462,5.884469027,22.07232836,8.323,,,,8.39,20.26214706,,,,,22.58037255,5,,0.4
62,AS14.02,27/03/2014,0.228849009,5.588859649,22.58194186,4.788444444,,,,12.32857143,10.17075,,,4.477533333,,17.97150908,3,,0.5
63,AS14.02,28/03/2014,0.261598328,5.574072165,16.88009231,8.655388889,,,,10.04988889,17.531325,,,,,19.38704109,8,2,0.6
64,AS14.02,29/03/2014,0.432469355,5.558337662,23.12408333,11.649,,,,13.21025,40.29646154,15.676375,,,,18.49913137,4,,0.25
65,AS14.02,30/03/2014,0.241887309,6.087752809,20.32612121,9.17,,,,7.548533333,21.52673333,,,,,17.68313761,10,1,0.75
66,AS14.02,31/03/2014,0.156372924,6.062215385,18.97849383,6.154545455,,,,9.903,18.75326667,,,,,19.48645859,14,2,0.4
67,AS14.02,01/04/2014,0.261960532,8.768247706,17.88435593,15.3952,,,,18.88875,11.24241176,14.5556,,,,17.51747203,2,1,0.8
68,AS14.02,02/04/2014,0.319120562,6.716561538,23.84373864,10.43825,,,,18.392,12.22696154,,,,,19.34719412,2,,-0.2
69,AS14.02,03/04/2014,0.32250584,4.942909091,23.26108661,6.3417,,,,11.2264,13.60233333,26.5245,,,,24.90389618,2,,0
70,AS14.02,04/04/2014,0.227270357,6.660979381,18.54936709,7.903666667,,,,12.61911111,17.665,,,,,19.0159932,5,,0.2
71,AS14.02,05/04/2014,0.321919722,4.955276074,21.26917778,9.005083333,,,,12.612125,23.51009091,15.93353333,,,,19.1403314,9,1,0.6
72,AS14.02,06/04/2014,0.21520952,5.666269231,22.94963415,7.6094,,,,7.50275,21.75233333,,,,,22.83532141,6,,-1.25
73,AS14.02,07/04/2014,0.136523734,7.332626667,26.66455357,7.12725,,,,17.69133333,21.103,,,,,27.7205629,2,,0.6
74,AS14.02,08/04/2014,0.261951038,4.996065574,20.15372414,9.464333333,,,,13.4434,21.93975862,,,,,19.62638993,10,1,0.5
75,AS14.02,09/04/2014,0.247209848,5.205150685,20.08912821,11.929,,,,12.2794,22.64007692,,,,,19.32777922,12,1,0.25
76,AS14.02,10/04/2014,0.260750604,4.686964286,19.34675862,6.431862069,,,,17.57133333,16.67079412,21.896625,,1.0225,,20.34367319,1,1,0.75
77,AS14.02,11/04/2014,0.424481427,5.76761194,20.00046809,10.15442308,,,,15.54825,13.31854167,15.773225,,,,21.47889394,7,1,0.5
78,AS14.02,12/04/2014,0.378301733,6.8200625,16.25250725,,,,,11.016,26.19866667,18.10925,,3.493,,18.45051909,6,1,-1
79,AS14.02,13/04/2014,0.289820118,6.97986,17.35359524,7.790142857,,,,7.12525,9.467,8.869222222,,,,16.2821881,1,,0.4
80,AS14.02,14/04/2014,0.18707405,5.908927536,23.1752381,5.633647059,,,,7.060666667,18.939,,,9.387555556,,27.45887369,8,7,1
81,AS14.02,15/04/2014,0.173628883,5.918272727,8.387181818,4.9145,,,,,12.693,,,,,15.24358825,14,1,0.5
82,AS14.02,16/04/2014,0.353276353,6.582111111,,,,,,,,,,,,27.32099992,16,1,0.333333333
83,AS14.02,17/04/2014,0.47008547,2.007,12.53366667,,,,,,,,,,,13.74499989,10,7,0
84,AS14.02,18/04/2014,,,,,,,,,,,,,,,3,,0
85,AS14.02,19/04/2014,0.5,10.09,24.11366667,,,,,,,,,,,31.54200006,1,,-0.333333333
86,AS14.02,20/04/2014,,,,,,,,,,,,,,,9,3,0
87,AS14.02,21/04/2014,,,,,,,,,,,,,,,8,,-0.5
88,AS14.02,22/04/2014,0.075,,,,,,,,35.629,,,,,6.540000081,15,2,-0.333333333
89,AS14.02,23/04/2014,0.142857143,,,,,,,,,,,,,,7,1,0.5
90,AS14.02,24/04/2014,0.034482759,,,,,,,,,,,,,,,,-0.5
91,AS14.02,25/04/2014,,,,,,,,,,,,,,,,,1
92,AS14.03,21/03/2014,,6.1704,19.70516667,3.476791667,,,10.046,8.788333333,,,,,,26.94918752,5,2,2
93,AS14.03,22/03/2014,0.191388309,4.180742857,10.27208824,3.274323077,,,,14.86933333,,24.07785714,,4.35,,15.39201493,8,1,1
94,AS14.03,23/03/2014,0.100246698,7.34390625,13.29132609,3.922346667,36.364,,3.8115,10.7666,,34.425625,,,44.854,17.28900918,1,1,1.2
95,AS14.03,24/03/2014,0.090740222,6.430833333,14.96096429,3.944168317,15.031,,7.427666667,11.72655556,,,11.064,5.136,,19.25850459,3,,1.4
96,AS14.03,25/03/2014,0.132768286,8.316117647,15.03030769,3.682630435,,,4.234571429,11.07775,,,47.324,9.614333333,,20.00321875,6,1,1.2
97,AS14.03,26/03/2014,0.091153201,5.64947619,12.9164023,5.215095238,11.054,,5.171,10.38285714,,6.42,3.8245,,,20.41671544,1,,1
98,AS14.03,27/03/2014,0.103195754,4.172538462,15.02680645,2.946346154,,,6.7185,10.00533333,,,,8.745,,18.31076472,3,1,0.5
99,AS14.03,28/03/2014,0.104679288,5.086714286,13.2518169,2.387938272,,,6.542,11.42781818,,,31.8935,7.045,,16.14162961,3,,1.5
100,AS14.03,29/03/2014,0.163377338,9.655,7.6464,4.509591837,,,,10.4425,,,,,,20.31464584,,1,1.6
101,AS14.03,30/03/2014,0.164650715,3.21725,15.68747436,3.337983607,,,,8.1723,,,35.267,,15.9775,18.50417347,1,,1
102,AS14.03,31/03/2014,0.083633585,7.581027027,13.12311688,2.845688312,15.0825,,,7.056142857,,,,5.16,,16.05147788,3,1,0.6
103,AS14.03,01/04/2014,0.09741434,7.9532,12.06437288,4.1436875,,,7.246666667,7.2102,,,,,,17.5155357,2,,0.4
104,AS14.03,02/04/2014,0.078688138,4.799208333,13.02473016,3.754574074,21.813,,4.67475,9.8842,,27.0725,,,,11.88454546,2,,0.6
105,AS14.03,03/04/2014,0.083636454,4.063833333,11.23252459,3.757529412,9.012875,,,10.13744444,,,20.192,14.5985,,13.07516667,1,,1
106,AS14.03,04/04/2014,0.08710656,6.178454545,8.591178571,4.835893617,,,6.163,6.984384615,,,,,,22.09353519,,3,1.4
107,AS14.03,05/04/2014,0.114427938,4.109590909,16.57319403,3.093666667,,,2.032,10.14366667,,9.848,,,,18.36224174,6,,1
108,AS14.03,06/04/2014,0.076772015,3.687666667,16.01979167,4.708694915,,,,11.4858,,,23.094,,,21.01325924,,,0.8
109,AS14.03,07/04/2014,0.144063937,6.812133333,19.32955714,3.121919355,3.50525,,6.7875,8.009111111,,,27.588,,,19.66183333,2,,1
110,AS14.03,08/04/2014,0.103830889,7.869357143,9.440206897,3.1669,27.089,,,7.0913,,,11.128,,,15.7808481,2,1,1.2
111,AS14.03,09/04/2014,0.092122233,7.947666667,8.507072464,3.089235294,15.8675,,5.423333333,5.724615385,,,25.127,,,10.3322093,,,1
112,AS14.03,10/04/2014,0.108066399,7.144,16.50107317,5.14548,,,5.217,5.760444444,13.22,,,,,24.38032145,,2,1
113,AS14.03,11/04/2014,0.120188083,7.3516,12.46036905,4.058159091,17.149,,4.58,7.977888889,,,28.343,4.513,,22.00307499,,,1
114,AS14.03,12/04/2014,0.127037342,3.275214286,15.30986667,2.88355,,,,6.9868,,,21.096,9.33,,20.08192104,6,,1
115,AS14.03,13/04/2014,0.078137542,6.1655,19.51971795,3.549736842,,,6.5656,8.021857143,,,,,,24.28198359,1,1,1
116,AS14.03,14/04/2014,0.092896266,6.366176471,11.60175556,3.419327586,28.19,,8.073,9.668,5.909285714,,11.226,17.303,,14.43413514,,1,0.8
117,AS14.03,15/04/2014,0.119554999,4.273627907,17.47341304,3.998708333,,,6.025,9.003285714,,,12.082,,,21.15210568,6,,0.8
118,AS14.03,16/04/2014,0.114768169,4.11104,16.63098361,3.711577465,18.113,,9.028,10.20007143,,,19.114,7.662,,18.22787097,2,,1
119,AS14.03,17/04/2014,0.140859246,5.358375,15.69915652,2.4821375,31.452,,,7.595272727,,,101.287,15.6655,,16.56462,4,2,0.75
120,AS14.03,18/04/2014,0.073876083,4.854117647,16.26588462,5.576146341,,,6.637666667,4.298363636,,,9.1335,7.954,,36.08390698,6,,1
121,AS14.03,19/04/2014,0.208229777,4.893833333,16.71035714,2.151774194,,,,10.6988,,17.2585,,,,14.873,4,1,0.8
122,AS14.03,20/04/2014,0.146852637,7.273869565,13.00333898,3.574721649,,,,9.8222,,13.3085,12.211,,,14.70067676,3,2,1
123,AS14.03,21/04/2014,0.020845805,4.13525,12.739,3.572289474,23.194,,,5.455,,55.73966667,,5.461,,31.91506454,3,,1
124,AS14.03,22/04/2014,0.092855614,5.599777778,12.59561667,3.528473684,,,4.899,7.3491,,,23.108,,,17.95827273,,,0.8
125,AS14.03,23/04/2014,0.120389719,7.122769231,16.17701316,3.350483146,40.741,,,9.7545,,,24.156,,,21.33180582,,1,0.8
126,AS14.03,24/04/2014,0.106001092,7.739818182,19.46701587,2.996036145,26.177,,,9.221,,,17.439,,,17.68859341,,,1
127,AS14.03,25/04/2014,0.106167618,8.4248,14.75011905,3.357934066,10.82575,,15.216,11.5248,,,27.2505,10.174,,18.04535106,,,1
128,AS14.03,26/04/2014,0.26914225,3.2575,14.05,3.361931034,,,,4.170857143,2.779285714,,,,,10.22796609,4,5,1
129,AS14.03,27/04/2014,0.065552072,4.47,19.71547368,6.44362,,,,10.27426667,,34.526125,18.78333333,,,27.05958333,,,1
130,AS14.03,28/04/2014,0.08262849,7.3880625,16.00993976,3.090884615,14.0585,,,7.953333333,2.625333333,,8.246,6.619,,20.3847767,1,,1
131,AS14.03,29/04/2014,0.118695848,10.3895,15.65004494,3.224566667,6.7277,,6.506,8.331125,,,13.057,,,21.55746295,,,1
132,AS14.03,30/04/2014,0.089692241,8.3805,13.90471212,3.7805,,,,8.1695,,,20.75,8.135,,19.29737837,,,1
133,AS14.03,01/05/2014,0.136388835,5.3034,14.6831,3.001409836,,,2.8595,8.0127,,22.448,,12.198,,13.21771053,1,,1
134,AS14.03,02/05/2014,0.134376923,4.054771429,13.45420408,3.422358974,21.612,,,8.070416667,,49.673,,7.2255,,17.88835066,10,1,1.4
135,AS14.03,03/05/2014,0.138918931,4.776272727,11.93607273,4.907617978,,,,6.015666667,,18.12725,15.146,11.342,,16.61785106,5,,1
136,AS14.03,04/05/2014,0.066162407,5.3756,7.68584,2.454,,,,7.552,,,41.416,,,13.2885814,4,,0.8
137,AS14.03,05/05/2014,0.101182005,4.451571429,14.1259403,3.810015152,13.243,,,5.085,,65.241,,6.155,,12.41189285,2,1,1
138,AS14.03,06/05/2014,0.086434442,4.646608696,13.43082192,3.784157895,,,7.451,,,,12.061,,,13.74291751,2,,
139,AS14.03,07/05/2014,0.094450356,6.313545455,11.61943243,4.2365,,,2.3175,6.425111111,,,37.386,,,15.0407625,,,1
140,AS14.03,08/05/2014,0,,,,,,,,,,,,,,,,
141,AS14.05,14/03/2014,,7.804461538,26.4935641,3.150484375,,,,4.035666667,58.581125,,,9.552333333,,36.68074683,3,,2
142,AS14.05,15/03/2014,,6.7688125,20.64241333,4.319033708,,,,11.809375,,,18.6877,10.32925,,22.61780209,3,,0.4
143,AS14.05,16/03/2014,,7.091125,21.64955172,2.938318182,,,,17.81466667,,,27.672,14.1865,,27.9078,3,,0
144,AS14.05,17/03/2014,0.083370521,5.967538462,17.12801923,3.436826087,,,,7.4136,,,3.534,6.442666667,,17.27885884,,2,0.4
145,AS14.05,18/03/2014,0.113195906,6.851035714,22.44245833,4.499238095,,,,11.22233333,,,7.07225,7.2395,,23.93677942,9,,1
146,AS14.05,19/03/2014,0.133691265,8.148181818,27.28977273,3.332177215,,,,9.100714286,,,7.797666667,7.545,,28.84364867,,,0.75
147,AS14.05,20/03/2014,0.118456799,4.803285714,30.1467551,3.226761905,,,,7.85675,,,,,,35.78745613,,1,0.8
148,AS14.05,21/03/2014,0.050197723,6.194166667,20.19326866,3.391828947,,,,10.7696,,,,,,21.80571084,2,3,1
149,AS14.05,22/03/2014,0.018560992,6.5205,14.69712,3.596421053,,,,8.3638,,,,7.036,,12.93879545,,,-1
150,AS14.05,23/03/2014,0.085242897,5.6038,20.77516279,3.99344186,,,,11.409625,,,,,,24.85975,1,9,-1
151,AS14.05,24/03/2014,0.006535872,10.98125,21.04274074,5.145785714,,,,13.139,,,49.969,,,25.04081255,,1,-1
152,AS14.05,25/03/2014,0.040966888,14.139,23.9702069,4.316530303,,,,11.914,,,26.19966667,6.3572,,31.38574075,,1,0.333333333
153,AS14.05,26/03/2014,0.039236509,12.85866667,32.40848214,3.517318182,,,,11.712875,,,15.535875,,,44.96792188,,1,0.25
154,AS14.05,27/03/2014,0.07717586,7.980352941,32.32037333,3.532633803,,,,12.811,,,22.9405,13.1425,,40.777013,1,1,0.2
155,AS14.05,28/03/2014,0.045324583,8.3134,30.09309524,3.295632653,,,,13.96525,10.9305,,,17.071,,42.06954545,1,,0.6
156,AS14.05,29/03/2014,0.104423182,8.359368421,18.83103175,3.375925926,,,,8.125285714,,,16.2665,23.57,,21.83725927,3,1,1
157,AS14.05,30/03/2014,0.07491951,4.553384615,24.130375,4.261066667,,,,11.62266667,,,7.640333333,25.786,,31.3875147,4,,0.8
158,AS14.05,31/03/2014,0.055341322,2.789875,15.58334483,3.10395,,,,7.472090909,,,25.571,,,20.28953967,2,,1
159,AS14.05,01/04/2014,0.078125986,8.226432432,27.63394872,3.651232143,,,,11.4465,50.92957143,,8.748,9.5655,,21.82423457,,,1
160,AS14.05,02/04/2014,0.073126141,8.047210526,24.76520755,3.335352941,,,,10.24718182,17.5772,,29.27066667,5.053,,24.33066665,,,1
161,AS14.05,03/04/2014,0.052751485,4.653,21.34506557,3.00983871,,,,9.621,21.59525,,,,,27.34853332,,,0.8
162,AS14.05,04/04/2014,0.041456524,6.544,22.91719192,2.673584906,,,,9.0055,59.39775,,17.18,11.2555,,34.67051579,3,,1
163,AS14.05,05/04/2014,0.069288464,7.775428571,16.42415625,2.429791045,,,,6.355857143,,,23.5052,,,19.89679071,1,,1
164,AS14.05,06/04/2014,0.077362638,7.381066667,18.01901613,3.143442308,,,,7.321444444,6.036,,,7.2998,,19.76393151,2,,1
165,AS14.05,07/04/2014,0.066858694,8.234,26.14441346,3.950831169,,,,8.657888889,,,46.251,6.4406,,31.73709474,1,,0.75
166,AS14.05,08/04/2014,0.08512478,5.702727273,17.44523913,3.843970588,,,,9.570166667,,,3.522,,,18.71385108,1,,0
167,AS14.05,09/04/2014,0.153618953,7.050677419,24.77811111,3.948427184,,,,5.662333333,7.161,,29.049,4.016,,19.15277476,1,,0.75
168,AS14.05,10/04/2014,0.01334712,12.345,25.1714359,4.490588235,,,,6.761571429,128.832,,,4.033,,27.8352381,1,,1
169,AS14.05,11/04/2014,0.09461525,6.488736842,20.6164,3.279,,,,7.768307692,24.181,,,5.04,,20.15510961,,,0.6
170,AS14.05,12/04/2014,0.049298857,5.017875,21.04078022,3.149730159,,,,8.5462,17.53431579,,24.78216667,9.61025,,32.3413372,,3,1
171,AS14.05,13/04/2014,0.114127383,6.21527027,22.18273913,3.17973913,,,,10.89461538,,,,,,26.4870164,13,,1
172,AS14.05,14/04/2014,0.101723445,5.403483871,21.28628302,2.973877863,,,,4.835333333,40.75107143,,,7.5495,,19.468536,,,0.4
173,AS14.05,15/04/2014,0.057296549,14.336,21.86180556,3.636729167,,,,11.4205,23.39947368,,11.23055556,5.612,,29.03584616,,,0.8
174,AS14.05,16/04/2014,0.105649431,8.193705882,32.81869565,2.902358025,,,,14.05233333,19.85953846,,,7.731333333,,18.08070129,,,0.8
175,AS14.05,17/04/2014,0.115038456,7.161291667,31.44769697,3.615853211,,,,14.471,17.8156,,10.01325,8.0728,,23.90528205,,,0.6
176,AS14.05,18/04/2014,0.115167407,7.32632,25.14547458,3.67745679,,,,10.943375,54.03975,,21.391,3.028,,23.17286587,1,1,1
177,AS14.05,19/04/2014,0.06088699,4.164,23.19234211,2.575882353,,,,6.620705882,32.62445455,,26.447,7.1425,,23.58550003,2,,0.8
178,AS14.05,20/04/2014,0.035382993,8.170833333,23.92272727,3.392614035,,,,9.2726,42.19705556,,30.06133333,10.992,,44.56034667,,,1
179,AS14.05,21/04/2014,0.101777458,8.961,24.92156757,3.061240506,,,,10.43866667,58.86772727,5.029,55.333,9.505133333,,34.02877381,,,1
180,AS14.05,22/04/2014,0.06284798,3.755666667,17.10341538,2.831,,,,6.586818182,41.5949375,,24.39175,4.06,,27.08632879,1,1,1
181,AS14.05,23/04/2014,0.080946897,8.614,16.18097183,3.732125,,,,8.14,22.58713333,,19.364,,,25.15624998,,1,1
182,AS14.05,24/04/2014,0.039371066,7.439083333,24.55024286,2.916941176,,,,8.320428571,26.53988889,,7.027714286,10.037,,32.13875758,,,1
183,AS14.05,25/04/2014,0.049052722,10.595625,18.85698913,3.390441176,,,,10.96366667,30.54704348,,8.570166667,8.81625,,32.2716514,3,,1
184,AS14.05,26/04/2014,0.200166361,5.363815789,22.0122037,3.050801527,,,,12.919625,18.57209091,,8.037,9.057375,,19.7425685,2,1,1
185,AS14.05,27/04/2014,0.018822483,6.913555556,20.73014516,2.668111111,,,,9.846571429,30.76417647,,,9.84475,,32.05707896,,,1
186,AS14.05,28/04/2014,0.010304628,9.707,20.42287629,2.594489362,,,,11.1198,61.2786,,29.00233333,3.01,,34.151023,1,,1
187,AS14.05,29/04/2014,0.041165097,,21.2438,4.25890566,,,,6.696545455,55.00814286,,21.93475,5.062,,26.01204346,,,0.8
188,AS14.05,30/04/2014,0.061608518,15.7905,18.49757353,2.6192,,,,11.044,6.69875,,6.86675,10.068,,20.98768182,,,1
189,AS14.05,01/05/2014,0.025292275,7.586875,27.06004938,2.8266875,,,,8.612125,86.176,,,,,39.32626665,,,1
190,AS14.05,02/05/2014,0.00681724,8.593962963,26.65134694,3.559712121,,,,10.54225,11.408,,17.08385714,10.55725,,34.97137349,,7,1
191,AS14.05,03/05/2014,0.054470851,8.163583333,22.38302564,3.505042553,,,,6.566222222,35.88695,,8.339,9.075,,40.43446152,1,5,1
192,AS14.05,04/05/2014,0.072580335,5.985214286,25.12674603,3.623245614,,,,10.4053,17.9895,,22.0142,26.158,,24.0916212,2,,1
193,AS14.05,05/05/2014,0.00249066,,8.19275,5.155,,,,10.221,,,,,,16.34433341,,,1
194,AS14.06,24/03/2014,0.0434319,5.072,33.19339286,5.399054545,,,,11.552,41.75671429,,,,,59.72448387,3,,0
